scope_version,registry_version,policy_version,input_contract_hash,ticker,universe_role,calibration_cohort,industry,primary_archetype,applicability_tags,development_overlay,support_metric_id,consumer_metric_ids,metric_pack,source_lane,applicability_status,applicability_reason,unit_contract,period_type,max_staleness_days,bounds_policy,discovery_status
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TOPP,active,development_stage_and_speculative_transport,Trucking,surface_trucking,development_all|surface_trucking,1,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TOPP,active,development_stage_and_speculative_transport,Trucking,surface_trucking,development_all|surface_trucking,1,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,TRN,active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_asset_leasing|surface_rail_equipment,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,fuel_volume,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,capacity_units,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,currency,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UAL,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UFG,active,development_stage_and_speculative_transport,Marine Shipping,marine_services,development_all|marine_services,1,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,fuel_volume,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,capacity_units,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,APPLICABLE,tag_match:passenger_airline,currency,fiscal_period,550,nonnegative,coverage_pending
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULCC,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,ULH,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UNP,active,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UP,active,development_stage_and_speculative_transport,Airports & Air Services,aviation_services,aviation_services|development_all,1,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,airport_passenger_throughput,aeronautical_revenue_per_passenger|non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,count,fiscal_period,550,nonnegative_integer,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,UPS,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,milestone_target_date,milestone_slippage_days,development,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,iso_date,milestone,1100,date,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,USAK,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_fuel_consumed,fuel_efficiency_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,fuel_volume,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,USAK,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_capacity_units,fuel_efficiency_per_capacity_unit|fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,capacity_units,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,USAK,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airline_fuel_expense,fuel_cost_per_capacity_unit,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,USAK,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airport_aeronautical_revenue,aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
transportation_dedicated_parser_support_scope_v1,transportation_parser_support_v1,transportation_operating_archetypes_v1,804eeba846c75abc321df0821fe82a05e7bee9719cecff45798be0c82176ab7c,USAK,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,airport_non_aeronautical_revenue,non_aeronautical_revenue_per_passenger,air,DP-S,NOT_APPLICABLE,no_applicable_archetype_tag,currency,fiscal_period,550,nonnegative,not_applicable
